code,name,nationality,gender,age,age_grouped,country,country_code,current,disciplines,function,events,sporting_relatives,ismedalist_true,medallists.event,medallists.is_medallist,medallists.medal_type
1563544,GARRIGOS Francisco,Spain,Male,30,26-32,Spain,ESP,true,Judo,Athlete,Men -60 kg,TRUE,1,Men -60 kg,true,Bronze Medal
1889178,GAUZY Simon,France,Male,30,26-32,France,FRA,true,Table Tennis,Athlete,"""Mens Team""",FALSE,1,Men's Team,true,Bronze Medal
1565000,GAZOZ Mete,Türkiye,Male,26,26-32,Türkiye,TUR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team"", Mixed Team",TRUE,1,Men's Team,true,Bronze Medal
1568750,GAZSO Alida Dora,Hungary,Female,25,19-25,Hungary,HUN,true,Canoe Sprint,Athlete,"""Womens Kayak Single 500m"", ""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",FALSE,1,Women's Kayak Double 500m,true,Silver Medal
1568750,GAZSO Alida Dora,Hungary,Female,25,19-25,Hungary,HUN,true,Canoe Sprint,Athlete,"""Womens Kayak Single 500m"", ""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",FALSE,1,Women's Kayak Four 500m,true,Bronze Medal
1945171,GE Chutong,China,Female,21,19-25,China,CHN,true,Swimming,Athlete,"""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",FALSE,1,Women's 4 x 200m Freestyle Relay,true,Bronze Medal
1946361,GEMESI Csanad,Hungary,Male,38,33-39,Hungary,HUN,true,Fencing,Athlete,"""Mens Sabre Individual"", ""Mens Sabre Team""",TRUE,1,Men's Sabre Team,true,Silver Medal
1935907,GEMMELL Erin,United States,Female,20,19-25,United States,USA,true,Swimming,Athlete,"""Womens 200m Freestyle"", ""Womens 4 x 200m Freestyle Relay""",TRUE,1,Women's 4 x 200m Freestyle Relay,true,Silver Medal
1947115,GENTILI Giacomo,Italy,Male,27,26-32,Italy,ITA,true,Rowing,Athlete,"""Mens Quadruple Sculls""",FALSE,1,Men's Quadruple Sculls,true,Silver Medal
1939948,GEORGE Cayla,Australia,Female,36,33-39,Australia,AUS,true,Basketball,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1901066,GEORGE Tom,Great Britain,Male,30,26-32,Great Britain,GBR,true,Rowing,Athlete,"""Mens Pair""",TRUE,1,Men's Pair,true,Silver Medal
1964136,GERALDO TEIXEIRA Lorenne,Brazil,Female,29,26-32,Brazil,BRA,true,Volleyball,Alternate Athlete,Women,FALSE,1,Women,true,Bronze Medal
1571577,GERASHCHENKO Iryna,Ukraine,Female,30,26-32,Ukraine,UKR,true,Athletics,Athlete,"""Womens High Jump""",TRUE,1,Women's High Jump,true,Bronze Medal
1954008,GERMADE Rodrigo,Spain,Male,34,33-39,Spain,ESP,true,Canoe Sprint,Athlete,"""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",FALSE,1,Men's Kayak Four 500m,true,Bronze Medal
1880479,GESTIN Nicolas,France,Male,25,19-25,France,FRA,true,Canoe Slalom,Athlete,"""Mens Canoe Single""",FALSE,1,Men's Canoe Single,true,Gold Medal
1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Spain,Male,26,26-32,Spain,ESP,true,Boxing,Athlete,"""Mens +92kg""",FALSE,1,Men's +92kg,true,Silver Medal
1965515,GHANIMI Rachid,Morocco,Male,24,19-25,Morocco,MAR,true,Football,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1901068,GIBBS Rory,Great Britain,Male,31,26-32,Great Britain,GBR,true,Rowing,Athlete,"""Mens Eight""",FALSE,1,Men's Eight,true,Gold Medal
1895237,GIDSEL Mathias,Denmark,Male,26,26-32,Denmark,DEN,true,Handball,Athlete,Men,FALSE,1,Men,true,Gold Medal
1958504,GIMENO Vega,Spain,Female,34,33-39,Spain,ESP,true,3x3 Basketball,Athlete,Women,FALSE,1,Women,true,Silver Medal
1969716,GIOVANNINI Gaia,Italy,Female,23,19-25,Italy,ITA,true,Volleyball,Athlete,Women,FALSE,1,Women,true,Gold Medal
1943555,GIRMA Naomi,United States,Female,25,19-25,United States,USA,true,Football,Athlete,Women,FALSE,1,Women,true,Gold Medal
1946211,GIULIANI Maximillian,Australia,Male,21,19-25,Australia,AUS,true,Swimming,Athlete,"""Mens 200m Freestyle"", ""Mens 4 x 200m Freestyle Relay""",FALSE,1,Men's 4 x 200m Freestyle Relay,true,Bronze Medal
1977153,GKAIDATZIS Petros,Greece,Male,24,19-25,Greece,GRE,true,Rowing,Athlete,"""Lightweight Mens Double Sculls""",FALSE,1,Lightweight Men's Double Sculls,true,Bronze Medal
1940262,GLAETZER Matthew,Australia,Male,32,26-32,Australia,AUS,true,Cycling Track,Athlete,"""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",FALSE,1,Men's Keirin,true,Bronze Medal
1940262,GLAETZER Matthew,Australia,Male,32,26-32,Australia,AUS,true,Cycling Track,Athlete,"""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",FALSE,1,Men's Team Sprint,true,Bronze Medal
1879834,GLAUSER Laura,France,Female,31,26-32,France,FRA,true,Handball,Athlete,Women,FALSE,1,Women,true,Silver Medal
1901028,GLOVER Helen,Great Britain,Female,39,33-39,Great Britain,GBR,true,Rowing,Athlete,"""Womens Four""",TRUE,1,Women's Four,true,Silver Medal
1573633,GOBERT Rudy,France,Male,32,26-32,France,FRA,true,Basketball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1947523,GOFERS Keesja,Australia,Female,35,33-39,Australia,AUS,true,Water Polo,Athlete,Women,TRUE,1,Women,true,Silver Medal
1976545,GOGNIAT Audrey,Switzerland,Female,22,19-25,Switzerland,SUI,true,Shooting,Athlete,10m Air Rifle Women,FALSE,1,10m Air Rifle Women,true,Bronze Medal
1899239,GOLLA Johannes,Germany,Male,27,26-32,Germany,GER,true,Handball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1948252,GOMEZ Aleix,Spain,Male,28,26-32,Spain,ESP,true,Handball,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1942089,GOMEZ Sergio,Spain,Male,24,19-25,Spain,ESP,true,Football,Athlete,Men,FALSE,1,Men,true,Gold Medal
1953816,GONCALVES Leonardo,Brazil,Male,29,26-32,Brazil,BRA,true,Judo,Athlete,"Men -100 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1538274,GORZELANY Agustina,Argentina,Female,29,26-32,Argentina,ARG,true,Hockey,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1907171,GOSE Isabel,Germany,Female,23,19-25,Germany,GER,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",TRUE,1,Women's 1500m Freestyle,true,Bronze Medal
1926998,GOWLER Jackie,New Zealand,Female,29,26-32,New Zealand,NZL,true,Rowing,Athlete,"""Womens Four""",TRUE,1,Women's Four,true,Bronze Medal
1889703,GRABOSCH Pauline,Germany,Female,27,26-32,Germany,GER,true,Cycling Track,Athlete,"""Womens Keirin"", ""Womens Sprint"", ""Womens Team Sprint""",FALSE,1,Women's Team Sprint,true,Bronze Medal
1944681,GRADY Michael,United States,Male,28,26-32,United States,USA,true,Rowing,Athlete,"""Mens Four""",FALSE,1,Men's Four,true,Gold Medal
1561319,GRAMBUSCH Mats,Germany,Male,32,26-32,Germany,GER,true,Hockey,Athlete,Men,TRUE,1,Men,true,Silver Medal
1561316,GRAMBUSCH Tom,Germany,Male,29,26-32,Germany,GER,true,Hockey,Athlete,Men,TRUE,1,Men,true,Silver Medal
1538276,GRANATTO Maria,Argentina,Female,30,26-32,Argentina,ARG,true,Hockey,Athlete,Women,TRUE,1,Women,true,Bronze Medal
1879672,GRANDIDIER NKANANG Aaron,France,Male,25,19-25,France,FRA,true,Rugby Sevens,Athlete,Men,FALSE,1,Men,true,Gold Medal
1879835,GRANDVEAU Lena,France,Female,22,19-25,France,FRA,true,Handball,Athlete,Women,TRUE,1,Women,true,Silver Medal
1879836,GRANIER Lucie,France,Female,26,26-32,France,FRA,true,Handball,Athlete,Women,FALSE,1,Women,true,Silver Medal
1901071,GRANT Imogen,Great Britain,Female,29,26-32,Great Britain,GBR,true,Rowing,Athlete,"""Lightweight Womens Double Sculls""",FALSE,1,Lightweight Women's Double Sculls,true,Gold Medal
1954734,GRAY Chelsea,United States,Female,32,26-32,United States,USA,true,Basketball,Athlete,Women,TRUE,1,Women,true,Gold Medal
1574049,GREBENNIKOV Jenia,France,Male,34,33-39,France,FRA,true,Volleyball,Athlete,Men,FALSE,1,Men,true,Gold Medal
1947540,GREEN Sienna,Australia,Female,20,19-25,Australia,AUS,true,Water Polo,Athlete,Women,FALSE,1,Women,true,Silver Medal
1940223,GREEN Tom,Australia,Male,26,26-32,Australia,AUS,true,Canoe Sprint,Athlete,"""Mens Kayak Single 1000m"", ""Mens Kayak Double 500m""",FALSE,1,Men's Kayak Double 500m,true,Bronze Medal
1898816,GREINACHER Sonja,Germany,Female,32,26-32,Germany,GER,true,3x3 Basketball,Athlete,Women,FALSE,1,Women,true,Gold Medal
1906483,GREITEN Pia,Germany,Female,28,26-32,Germany,GER,true,Rowing,Athlete,"""Womens Quadruple Sculls""",FALSE,1,Women's Quadruple Sculls,true,Bronze Medal
3546884,GRGIC Marko,Germany,Male,21,19-25,Germany,GER,true,Handball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1546651,GRIGALASHVILI Tato,Georgia,Male,25,19-25,Georgia,GEO,true,Judo,Athlete,"Men -81 kg, Mixed Team",FALSE,1,Men -81 kg,true,Silver Medal
1935909,GRIMES Katie,United States,Female,19,19-25,United States,USA,true,Marathon Swimming,Athlete,"""Womens 10km"", ""Womens 1500m Freestyle"", ""Womens 400m Individual Medley""",FALSE,1,Women's 400m Individual Medley,true,Silver Medal
1954735,GRINER Brittney,United States,Female,34,33-39,United States,USA,true,Basketball,Athlete,Women,FALSE,1,Women,true,Gold Medal
1574106,GROBBELAAR Christie,South Africa,Male,25,19-25,South Africa,RSA,true,Rugby Sevens,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1561325,GROSSE Johannes,Germany,Male,28,26-32,Germany,GER,true,Hockey,Athlete,Men,FALSE,1,Men,true,Silver Medal
1909284,GROUSSET Maxime,France,Male,26,26-32,France,FRA,true,Swimming,Athlete,"""Mens 100m Butterfly"", ""Mens 100m Freestyle"", ""Mens 4 x 100m Medley Relay"", ""Mens 50m Freestyle""",FALSE,1,Men's 4 x 100m Medley Relay,true,Bronze Medal
1967511,GRUCHALLA-WESIERSKI Kasia,Canada,Female,34,33-39,Canada,CAN,true,Rowing,Athlete,"""Womens Eight""",FALSE,1,Women's Eight,true,Silver Medal
1926896,GU Bingfeng,China,Female,31,26-32,China,CHN,true,Hockey,Athlete,Women,FALSE,1,Women,true,Silver Medal
1927116,GU Bongil,Korea,Male,36,33-39,Korea,KOR,true,Fencing,Athlete,"""Mens Sabre Individual"", ""Mens Sabre Team""",FALSE,1,Men's Sabre Team,true,Gold Medal
1923042,GUAZZINI Vittoria,Italy,Female,24,19-25,Italy,ITA,true,Cycling Track,Athlete,"""Womens Madison"", ""Womens Team Pursuit""",FALSE,1,Women's Madison,true,Gold Medal
1948408,GUDURIC Marko,Serbia,Male,30,26-32,Serbia,SRB,true,Basketball,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1976553,GUERDAT Steve,Switzerland,Male,43,40-46,Switzerland,SUI,true,Equestrian,Athlete,"Jumping Individual, Jumping Team",TRUE,1,Jumping Individual,true,Silver Medal
1935911,GUILIANO Chris,United States,Male,21,19-25,United States,USA,true,Swimming,Athlete,"""Mens 100m Freestyle"", ""Mens 200m Freestyle"", ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 200m Freestyle Relay"", ""Mens 50m Freestyle""",FALSE,1,Men's 4 x 100m Freestyle Relay,true,Gold Medal
1935911,GUILIANO Chris,United States,Male,21,19-25,United States,USA,true,Swimming,Athlete,"""Mens 100m Freestyle"", ""Mens 200m Freestyle"", ""Mens 4 x 100m Freestyle Relay"", ""Mens 4 x 200m Freestyle Relay"", ""Mens 50m Freestyle""",FALSE,1,Men's 4 x 200m Freestyle Relay,true,Silver Medal
1976556,GULICH Andrin,Switzerland,Male,26,26-32,Switzerland,SUI,true,Rowing,Athlete,"""Mens Pair""",FALSE,1,Men's Pair,true,Bronze Medal
1936619,GULYAS Michelle,Hungary,Female,24,19-25,Hungary,HUN,true,Modern Pentathlon,Athlete,"""Womens Individual""",FALSE,1,Women's Individual,true,Gold Medal
1910372,GUO Qing,China,Female,25,19-25,China,CHN,true,Taekwondo,Athlete,Women -49kg,FALSE,1,Women -49kg,true,Silver Medal
1927516,GUO Qiqi,China,Female,26,26-32,China,CHN,true,Rhythmic Gymnastics,Athlete,Group All-Around,FALSE,1,Group All-Around,true,Gold Medal
1550184,GURULI Lasha,Georgia,Male,28,26-32,Georgia,GEO,true,Boxing,Athlete,"""Mens 63.5kg""",FALSE,1,Men's 63.5kg,true,Bronze Medal
1942099,GUTIERREZ Miguel,Spain,Male,23,19-25,Spain,ESP,true,Football,Athlete,Men,FALSE,1,Men,true,Gold Medal
1903552,GUY James,Great Britain,Male,29,26-32,Great Britain,GBR,true,Swimming,Athlete,"""Mens 100m Butterfly"", ""Mens 4 x 200m Freestyle Relay""",TRUE,1,Men's 4 x 200m Freestyle Relay,true,Gold Medal
1571747,GUZMAN LOPEZ Yusneylis,Cuba,Female,28,26-32,Cuba,CUB,true,Wrestling,Athlete,"""Womens Freestyle 50kg""",FALSE,1,Women's Freestyle 50kg,true,Silver Medal
1880575,GWINN Giulia,Germany,Female,25,19-25,Germany,GER,true,Football,Athlete,Women,TRUE,1,Women,true,Bronze Medal
1920119,HAASE Rebekka,Germany,Female,32,26-32,Germany,GER,true,Athletics,Athlete,"""Womens 100m"", ""Womens 4 x 100m Relay""",FALSE,1,Women's 4 x 100m Relay,true,Bronze Medal
1899185,HAEFNER Kai,Germany,Male,35,33-39,Germany,GER,true,Handball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1913749,HAKE Jule Marie,Germany,Female,25,19-25,Germany,GER,true,Canoe Sprint,Athlete,"""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",FALSE,1,Women's Kayak Double 500m,true,Bronze Medal
1913749,HAKE Jule Marie,Germany,Female,25,19-25,Germany,GER,true,Canoe Sprint,Athlete,"""Womens Kayak Double 500m"", ""Womens Kayak Four 500m""",FALSE,1,Women's Kayak Four 500m,true,Silver Medal
1970338,HAKIMI Achraf,Morocco,Male,26,26-32,Morocco,MAR,true,Football,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1916814,HALASZ Bence,Hungary,Male,27,26-32,Hungary,HUN,true,Athletics,Athlete,"""Mens Hammer Throw""",FALSE,1,Men's Hammer Throw,true,Silver Medal
1895234,HALD Simon,Denmark,Male,30,26-32,Denmark,DEN,true,Handball,Athlete,Men,FALSE,1,Men,true,Gold Medal
1904430,HALES Nathan,Great Britain,Male,29,26-32,Great Britain,GBR,true,Shooting,Athlete,Trap Men,TRUE,1,Trap Men,true,Gold Medal
1954705,HALIBURTON Tyrese,United States,Male,25,19-25,United States,USA,true,Basketball,Athlete,Men,TRUE,1,Men,true,Gold Medal
1960177,HALL Quincy,United States,Male,26,26-32,United States,USA,true,Athletics,Athlete,"""Mens 400m"", ""Mens 4 x 400m Relay""",FALSE,1,Men's 400m,true,Gold Medal
1947506,HALLIGAN Bronte,Australia,Female,28,26-32,Australia,AUS,true,Water Polo,Athlete,Women,TRUE,1,Women,true,Silver Medal
1908357,HALLOCK Ben,United States,Male,27,26-32,United States,USA,true,Water Polo,Athlete,Men,FALSE,1,Men,true,Bronze Medal
1954736,HAMBY Dearica,United States,Female,31,26-32,United States,USA,true,3x3 Basketball,Athlete,Women,TRUE,1,Women,true,Bronze Medal
1928066,HAN Juyeo,Korea,Male,26,26-32,Korea,KOR,true,Judo,Athlete,"Men -90 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1917746,HANCOCK Micha,United States,Female,32,26-32,United States,USA,true,Volleyball,Alternate Athlete,Women,FALSE,1,Women,true,Silver Medal
1944354,HANCOCK Vincent,United States,Male,36,33-39,United States,USA,true,Shooting,Athlete,"Skeet Men, Skeet Mixed Team",FALSE,1,Skeet Men,true,Gold Medal
1944354,HANCOCK Vincent,United States,Male,36,33-39,United States,USA,true,Shooting,Athlete,"Skeet Men, Skeet Mixed Team",FALSE,1,Skeet Mixed Team,true,Silver Medal
1895159,HANSEN Anne Mette,Denmark,Female,30,26-32,Denmark,DEN,true,Handball,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1895235,HANSEN Mikkel,Denmark,Male,37,33-39,Denmark,DEN,true,Handball,Athlete,Men,TRUE,1,Men,true,Gold Medal
1927517,HAO Ting,China,Female,24,19-25,China,CHN,true,Rhythmic Gymnastics,Athlete,Group All-Around,FALSE,1,Group All-Around,true,Gold Medal
1900840,HARDING Anthony,Great Britain,Male,24,19-25,Great Britain,GBR,true,Diving,Athlete,"""Mens Synchronised 3m Springboard""",FALSE,1,Men's Synchronised 3m Springboard,true,Bronze Medal
1931098,HARIMOTO Miwa,Japan,Female,17,12-18,Japan,JPN,true,Table Tennis,Athlete,"""Womens Team""",TRUE,1,Women's Team,true,Silver Medal
1900841,HARPER Yasmin,Great Britain,Female,24,19-25,Great Britain,GBR,true,Diving,Athlete,"""Womens 3m Springboard"", ""Womens Synchronised 3m Springboard""",FALSE,1,Women's Synchronised 3m Springboard,true,Bronze Medal
4663897,HARRIES Toby,Great Britain,Male,26,26-32,Great Britain,GBR,true,Athletics,Athlete,"""Mens 4 x 400m Relay""",FALSE,1,Men's 4 x 400m Relay,true,Bronze Medal
1555098,HARRINGTON Kellie,Ireland,Female,35,33-39,Ireland,IRL,true,Boxing,Athlete,"""Womens 60kg""",FALSE,1,Women's 60kg,true,Gold Medal
1946212,HARRIS Meg,Australia,Female,23,19-25,Australia,AUS,true,Swimming,Athlete,"""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 100m Medley Relay"", ""Womens 50m Freestyle""",FALSE,1,Women's 4 x 100m Freestyle Relay,true,Gold Medal
1946212,HARRIS Meg,Australia,Female,23,19-25,Australia,AUS,true,Swimming,Athlete,"""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 100m Medley Relay"", ""Womens 50m Freestyle""",FALSE,1,Women's 4 x 100m Medley Relay,true,Silver Medal
1946212,HARRIS Meg,Australia,Female,23,19-25,Australia,AUS,true,Swimming,Athlete,"""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 100m Medley Relay"", ""Womens 50m Freestyle""",FALSE,1,Women's 50m Freestyle,true,Silver Medal
1955126,HARRISON Nevin,United States,Female,23,19-25,United States,USA,true,Canoe Sprint,Athlete,"""Womens Canoe Single 200m""",FALSE,1,Women's Canoe Single 200m,true,Silver Medal
1973213,HARVEY Eleanor,Canada,Female,30,26-32,Canada,CAN,true,Fencing,Athlete,"""Womens Foil Individual"", ""Womens Foil Team""",TRUE,1,Women's Foil Individual,true,Bronze Medal
1919492,HASHIMOTO Daiki,Japan,Male,23,19-25,Japan,JPN,true,Artistic Gymnastics,Athlete,"Men, ""Mens All-Around"", ""Mens Floor Exercise"", ""Mens Horizontal Bar"", ""Mens Parallel Bars"", ""Mens Pommel Horse"", ""Mens Rings"", ""Mens Vault"", ""Mens Team""",TRUE,1,Men's Team,true,Gold Medal
1896740,HASHIMOTO Soichi,Japan,Male,33,33-39,Japan,JPN,true,Judo,Athlete,"Men -73 kg, Mixed Team",FALSE,1,Men -73 kg,true,Bronze Medal
1896740,HASHIMOTO Soichi,Japan,Male,33,33-39,Japan,JPN,true,Judo,Athlete,"Men -73 kg, Mixed Team",FALSE,1,Mixed Team,true,Silver Medal
1972105,HASSAN Sifan,Netherlands,Female,32,26-32,Netherlands,NED,true,Athletics,Athlete,"""Womens 10,000m"", ""Womens 5000m"", ""Womens Marathon""",FALSE,1,"Women's 10,000m",true,Bronze Medal
1972105,HASSAN Sifan,Netherlands,Female,32,26-32,Netherlands,NED,true,Athletics,Athlete,"""Womens 10,000m"", ""Womens 5000m"", ""Womens Marathon""",FALSE,1,Women's 5000m,true,Bronze Medal
1972105,HASSAN Sifan,Netherlands,Female,32,26-32,Netherlands,NED,true,Athletics,Athlete,"""Womens 10,000m"", ""Womens 5000m"", ""Womens Marathon""",FALSE,1,Women's Marathon,true,Gold Medal
1943604,HATHERLY Alan,South Africa,Male,29,26-32,South Africa,RSA,true,Cycling Mountain Bike,Athlete,"""Mens Cross-country""",TRUE,1,Men's Cross-country,true,Bronze Medal
1925125,HAUGHEY Siobhan Bernadette,"Hong Kong, China",Female,27,26-32,"Hong Kong, China",HKG,true,Swimming,Athlete,"""Womens 100m Freestyle"", ""Womens 200m Freestyle"", ""Womens 4 x 100m Medley Relay""",TRUE,1,Women's 100m Freestyle,true,Bronze Medal
1925125,HAUGHEY Siobhan Bernadette,"Hong Kong, China",Female,27,26-32,"Hong Kong, China",HKG,true,Swimming,Athlete,"""Womens 100m Freestyle"", ""Womens 200m Freestyle"", ""Womens 4 x 100m Medley Relay""",TRUE,1,Women's 200m Freestyle,true,Bronze Medal
1895250,HAUGSTED Line,Denmark,Female,30,26-32,Denmark,DEN,true,Handball,Athlete,Women,TRUE,1,Women,true,Bronze Medal
1940220,HAVARD Noah,Australia,Male,24,19-25,Australia,AUS,true,Canoe Sprint,Athlete,"""Mens Kayak Four 500m""",FALSE,1,Men's Kayak Four 500m,true,Silver Medal
1931100,HAYATA Hina,Japan,Female,24,19-25,Japan,JPN,true,Table Tennis,Athlete,"""Womens Singles"", ""Womens Team"", Mixed Doubles",TRUE,1,Women's Singles,true,Bronze Medal
1931100,HAYATA Hina,Japan,Female,24,19-25,Japan,JPN,true,Table Tennis,Athlete,"""Womens Singles"", ""Womens Team"", Mixed Doubles",TRUE,1,Women's Team,true,Silver Medal
1924426,HAYDOCK-WILSON Alex,Great Britain,Male,25,19-25,Great Britain,GBR,true,Athletics,Athlete,"""Mens 4 x 400m Relay"", 4 x 400m Relay Mixed",FALSE,1,4 x 400m Relay Mixed,true,Bronze Medal
1924426,HAYDOCK-WILSON Alex,Great Britain,Male,25,19-25,Great Britain,GBR,true,Athletics,Athlete,"""Mens 4 x 400m Relay"", 4 x 400m Relay Mixed",FALSE,1,Men's 4 x 400m Relay,true,Bronze Medal
1961016,HAYES Quanera,United States,Female,33,33-39,United States,USA,true,Athletics,Athlete,"""Womens 4 x 400m Relay""",FALSE,1,Women's 4 x 400m Relay,true,Gold Medal
1957081,HAYTER Ethan,Great Britain,Male,26,26-32,Great Britain,GBR,true,Cycling Track,Athlete,"""Mens Omnium"", ""Mens Team Pursuit""",TRUE,1,Men's Team Pursuit,true,Silver Medal
1913436,HE Bing Jiao,China,Female,28,26-32,China,CHN,true,Badminton,Athlete,"""Womens Singles""",FALSE,1,Women's Singles,true,Silver Medal
1926898,HE Jiangxin,China,Female,27,26-32,China,CHN,true,Hockey,Athlete,Women,FALSE,1,Women,true,Silver Medal
1947541,HEARN Sienna,Australia,Female,22,19-25,Australia,AUS,true,Water Polo,Athlete,Women,FALSE,1,Women,true,Silver Medal
1880595,HEGERING Marina,Germany,Female,35,33-39,Germany,GER,true,Football,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1913780,HEGGE Noah,Germany,Male,26,26-32,Germany,GER,true,Canoe Slalom,Athlete,"""Mens Kayak Single"", ""Mens Kayak Cross""",FALSE,1,Men's Kayak Cross,true,Bronze Medal
1935915,HEILMAN Thomas,United States,Male,18,12-18,United States,USA,true,Swimming,Athlete,"""Mens 100m Butterfly"", ""Mens 200m Butterfly"", ""Mens 4 x 100m Medley Relay""",FALSE,1,Men's 4 x 100m Medley Relay,true,Silver Medal
1895232,HEINDAHL Kathrine,Denmark,Female,33,33-39,Denmark,DEN,true,Handball,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1935916,HELD Ryan,United States,Male,29,26-32,United States,USA,true,Swimming,Athlete,"""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",FALSE,1,Men's 4 x 100m Freestyle Relay,true,Gold Medal
1934579,HELLVIG Jonatan,Sweden,Male,23,19-25,Sweden,SWE,true,Beach Volleyball,Athlete,Men,TRUE,1,Men,true,Gold Medal
1561374,HELLWIG Malte,Germany,Male,27,26-32,Germany,GER,true,Hockey,Athlete,Men,FALSE,1,Men,true,Silver Medal
1558780,HELLWIG Tim,Germany,Male,25,19-25,Germany,GER,true,Triathlon,Athlete,"""Mens Individual""",FALSE,1,Mixed Relay,true,Gold Medal
1912525,HENDERSON Anna,Great Britain,Female,26,26-32,Great Britain,GBR,true,Cycling Road,Athlete,"""Womens Road Race"", ""Womens Individual Time Trial""",FALSE,1,Women's Individual Time Trial,true,Silver Medal
1880566,HENDRICH Kathrin,Germany,Female,33,33-39,Germany,GER,true,Football,Athlete,Women,TRUE,1,Women,true,Bronze Medal
1950381,HENKEN Hans,United States,Male,33,33-39,United States,USA,true,Sailing,Athlete,"""Mens Skiff""",TRUE,1,Men's Skiff,true,Bronze Medal
1956843,HENRY Desiree,Great Britain,Female,29,26-32,Great Britain,GBR,true,Athletics,Athlete,"""Womens 4 x 100m Relay""",FALSE,1,Women's 4 x 100m Relay,true,Silver Medal
1901074,HENRY Lauren,Great Britain,Female,23,19-25,Great Britain,GBR,true,Rowing,Athlete,"""Womens Quadruple Sculls""",FALSE,1,Women's Quadruple Sculls,true,Gold Medal
1892506,HENSELEIT Esther,Germany,Female,26,26-32,Germany,GER,true,Golf,Athlete,"""Womens Individual Stroke Play""",FALSE,1,Women's Individual Stroke Play,true,Silver Medal
1904740,HEPWORTH Harry,Great Britain,Male,21,19-25,Great Britain,GBR,true,Artistic Gymnastics,Athlete,"Men, ""Mens Floor Exercise"", ""Mens Horizontal Bar"", ""Mens Parallel Bars"", ""Mens Pommel Horse"", ""Mens Rings"", ""Mens Vault"", ""Mens Team""",FALSE,1,Men's Vault,true,Bronze Medal
1878487,HERREM Camilla,Norway,Female,38,33-39,Norway,NOR,true,Handball,Athlete,Women,FALSE,1,Women,true,Gold Medal
1892796,HERSHKO Raz,Israel,Female,27,26-32,Israel,ISR,true,Judo,Athlete,"Women +78 kg, Mixed Team",TRUE,1,Women +78 kg,true,Silver Medal
1970910,HESTER Carl,Great Britain,Male,58,54-60,Great Britain,GBR,true,Equestrian,Athlete,"Dressage Individual, Dressage Team",FALSE,1,Dressage Team,true,Bronze Medal
1972337,HEYDAROV Hidayat,Azerbaijan,Male,27,26-32,Azerbaijan,AZE,true,Judo,Athlete,Men -73 kg,FALSE,1,Men -73 kg,true,Gold Medal
1899206,HEYMANN Sebastian,Germany,Male,27,26-32,Germany,GER,true,Handball,Athlete,Men,FALSE,1,Men,true,Silver Medal
1541619,HIGASHINO Arisa,Japan,Female,28,26-32,Japan,JPN,true,Badminton,Athlete,Mixed Doubles,FALSE,1,Mixed Doubles,true,Bronze Medal
1939714,HIGUCHI Rei,Japan,Male,29,26-32,Japan,JPN,true,Wrestling,Athlete,"""Mens Freestyle 57kg""",FALSE,1,Men's Freestyle 57kg,true,Gold Medal
1955373,HILDEBRANDT Sarah Ann,United States,Female,31,26-32,United States,USA,true,Wrestling,Athlete,"""Womens Freestyle 50kg""",FALSE,1,Women's Freestyle 50kg,true,Gold Medal
3557190,HINCHLIFFE Louie,Great Britain,Male,22,19-25,Great Britain,GBR,true,Athletics,Athlete,"""Mens 100m"", ""Mens 4 x 100m Relay""",TRUE,1,Men's 4 x 100m Relay,true,Bronze Medal
1561365,HINRICHS Teo,Germany,Male,25,19-25,Germany,GER,true,Hockey,Athlete,Men,FALSE,1,Men,true,Silver Medal
